COMMAND;PID;USER;FD;TYPE;DEVICE;SIZE/OFF;NODE;NAME
python;11830;tarkus;7u;CHR;195,2;0t0;605;/dev/nvidia2
python;11830;tarkus;13u;CHR;195,2;0t0;605;/dev/nvidia2
python;11830;tarkus;14u;CHR;195,2;0t0;605;/dev/nvidia2
python;11870;tarkus;7u;CHR;195,2;0t0;605;/dev/nvidia2
python;11870;tarkus;13u;CHR;195,2;0t0;605;/dev/nvidia2
python;11870;tarkus;14u;CHR;195,2;0t0;605;/dev/nvidia2
python;11910;tarkus;7u;CHR;195,2;0t0;605;/dev/nvidia2
python;11910;tarkus;13u;CHR;195,2;0t0;605;/dev/nvidia2
python;11910;tarkus;14u;CHR;195,2;0t0;605;/dev/nvidia2
python;11963;tarkus;7u;CHR;195,2;0t0;605;/dev/nvidia2
python;11963;tarkus;13u;CHR;195,2;0t0;605;/dev/nvidia2
python;11963;tarkus;14u;CHR;195,2;0t0;605;/dev/nvidia2
python;12047;tarkus;7u;CHR;195,2;0t0;605;/dev/nvidia2
python;12047;tarkus;13u;CHR;195,2;0t0;605;/dev/nvidia2
python;12047;tarkus;14u;CHR;195,2;0t0;605;/dev/nvidia2
python;12070;tarkus;7u;CHR;195,2;0t0;605;/dev/nvidia2
python;12070;tarkus;13u;CHR;195,2;0t0;605;/dev/nvidia2
python;12070;tarkus;14u;CHR;195,2;0t0;605;/dev/nvidia2
python;12140;tarkus;7u;CHR;195,2;0t0;605;/dev/nvidia2
python;12140;tarkus;13u;CHR;195,2;0t0;605;/dev/nvidia2
python;12140;tarkus;14u;CHR;195,2;0t0;605;/dev/nvidia2
python;12160;tarkus;7u;CHR;195,2;0t0;605;/dev/nvidia2
python;12160;tarkus;13u;CHR;195,2;0t0;605;/dev/nvidia2
python;12160;tarkus;14u;CHR;195,2;0t0;605;/dev/nvidia2
python;12201;tarkus;7u;CHR;195,2;0t0;605;/dev/nvidia2
python;12201;tarkus;13u;CHR;195,2;0t0;605;/dev/nvidia2
python;12201;tarkus;14u;CHR;195,2;0t0;605;/dev/nvidia2
python;12272;tarkus;7u;CHR;195,2;0t0;605;/dev/nvidia2
python;12272;tarkus;13u;CHR;195,2;0t0;605;/dev/nvidia2
python;12272;tarkus;14u;CHR;195,2;0t0;605;/dev/nvidia2
python;12324;tarkus;7u;CHR;195,2;0t0;605;/dev/nvidia2
python;12324;tarkus;13u;CHR;195,2;0t0;605;/dev/nvidia2
python;12324;tarkus;14u;CHR;195,2;0t0;605;/dev/nvidia2
python;12388;tarkus;7u;CHR;195,2;0t0;605;/dev/nvidia2
python;12388;tarkus;13u;CHR;195,2;0t0;605;/dev/nvidia2
python;12388;tarkus;14u;CHR;195,2;0t0;605;/dev/nvidia2
python;12429;tarkus;7u;CHR;195,2;0t0;605;/dev/nvidia2
python;12429;tarkus;13u;CHR;195,2;0t0;605;/dev/nvidia2
python;12429;tarkus;14u;CHR;195,2;0t0;605;/dev/nvidia2
python;12458;tarkus;7u;CHR;195,2;0t0;605;/dev/nvidia2
python;12458;tarkus;13u;CHR;195,2;0t0;605;/dev/nvidia2
python;12458;tarkus;14u;CHR;195,2;0t0;605;/dev/nvidia2
python;12510;tarkus;7u;CHR;195,2;0t0;605;/dev/nvidia2
python;12510;tarkus;13u;CHR;195,2;0t0;605;/dev/nvidia2
python;12510;tarkus;14u;CHR;195,2;0t0;605;/dev/nvidia2
python;12572;tarkus;7u;CHR;195,2;0t0;605;/dev/nvidia2
python;12572;tarkus;13u;CHR;195,2;0t0;605;/dev/nvidia2
python;12572;tarkus;14u;CHR;195,2;0t0;605;/dev/nvidia2
python;12633;tarkus;7u;CHR;195,2;0t0;605;/dev/nvidia2
python;12633;tarkus;13u;CHR;195,2;0t0;605;/dev/nvidia2
python;12633;tarkus;14u;CHR;195,2;0t0;605;/dev/nvidia2
python;12693;tarkus;7u;CHR;195,2;0t0;605;/dev/nvidia2
python;12693;tarkus;13u;CHR;195,2;0t0;605;/dev/nvidia2
python;12693;tarkus;14u;CHR;195,2;0t0;605;/dev/nvidia2
python;12795;tarkus;7u;CHR;195,2;0t0;605;/dev/nvidia2
python;12795;tarkus;13u;CHR;195,2;0t0;605;/dev/nvidia2
python;12795;tarkus;14u;CHR;195,2;0t0;605;/dev/nvidia2
python;12840;tarkus;7u;CHR;195,2;0t0;605;/dev/nvidia2
python;12840;tarkus;13u;CHR;195,2;0t0;605;/dev/nvidia2
python;12840;tarkus;14u;CHR;195,2;0t0;605;/dev/nvidia2
python;12925;tarkus;7u;CHR;195,2;0t0;605;/dev/nvidia2
python;12925;tarkus;13u;CHR;195,2;0t0;605;/dev/nvidia2
python;12925;tarkus;14u;CHR;195,2;0t0;605;/dev/nvidia2
python;12986;tarkus;7u;CHR;195,2;0t0;605;/dev/nvidia2
python;12986;tarkus;13u;CHR;195,2;0t0;605;/dev/nvidia2
python;12986;tarkus;14u;CHR;195,2;0t0;605;/dev/nvidia2
python;13010;tarkus;7u;CHR;195,2;0t0;605;/dev/nvidia2
python;13010;tarkus;13u;CHR;195,2;0t0;605;/dev/nvidia2
python;13010;tarkus;14u;CHR;195,2;0t0;605;/dev/nvidia2
python;13050;tarkus;7u;CHR;195,2;0t0;605;/dev/nvidia2
python;13050;tarkus;13u;CHR;195,2;0t0;605;/dev/nvidia2
python;13050;tarkus;14u;CHR;195,2;0t0;605;/dev/nvidia2
python;13090;tarkus;7u;CHR;195,2;0t0;605;/dev/nvidia2
python;13090;tarkus;13u;CHR;195,2;0t0;605;/dev/nvidia2
python;13090;tarkus;14u;CHR;195,2;0t0;605;/dev/nvidia2
python;13114;tarkus;7u;CHR;195,2;0t0;605;/dev/nvidia2
python;13114;tarkus;13u;CHR;195,2;0t0;605;/dev/nvidia2
python;13114;tarkus;14u;CHR;195,2;0t0;605;/dev/nvidia2
python;13214;tarkus;7u;CHR;195,2;0t0;605;/dev/nvidia2
python;13214;tarkus;13u;CHR;195,2;0t0;605;/dev/nvidia2
python;13214;tarkus;14u;CHR;195,2;0t0;605;/dev/nvidia2
python;13258;tarkus;7u;CHR;195,2;0t0;605;/dev/nvidia2
python;13258;tarkus;13u;CHR;195,2;0t0;605;/dev/nvidia2
python;13258;tarkus;14u;CHR;195,2;0t0;605;/dev/nvidia2
python;13317;tarkus;7u;CHR;195,2;0t0;605;/dev/nvidia2
python;13317;tarkus;13u;CHR;195,2;0t0;605;/dev/nvidia2
python;13317;tarkus;14u;CHR;195,2;0t0;605;/dev/nvidia2
python;13341;tarkus;7u;CHR;195,2;0t0;605;/dev/nvidia2
python;13341;tarkus;13u;CHR;195,2;0t0;605;/dev/nvidia2
python;13341;tarkus;14u;CHR;195,2;0t0;605;/dev/nvidia2
python;13361;tarkus;7u;CHR;195,2;0t0;605;/dev/nvidia2
python;13361;tarkus;13u;CHR;195,2;0t0;605;/dev/nvidia2
python;13361;tarkus;14u;CHR;195,2;0t0;605;/dev/nvidia2
python;13382;tarkus;7u;CHR;195,2;0t0;605;/dev/nvidia2
python;13382;tarkus;13u;CHR;195,2;0t0;605;/dev/nvidia2
python;13382;tarkus;14u;CHR;195,2;0t0;605;/dev/nvidia2
python;13402;tarkus;7u;CHR;195,2;0t0;605;/dev/nvidia2
python;13402;tarkus;13u;CHR;195,2;0t0;605;/dev/nvidia2
python;13402;tarkus;14u;CHR;195,2;0t0;605;/dev/nvidia2
python;13426;tarkus;7u;CHR;195,2;0t0;605;/dev/nvidia2
python;13426;tarkus;13u;CHR;195,2;0t0;605;/dev/nvidia2
python;13426;tarkus;14u;CHR;195,2;0t0;605;/dev/nvidia2
python;13446;tarkus;7u;CHR;195,2;0t0;605;/dev/nvidia2
python;13446;tarkus;13u;CHR;195,2;0t0;605;/dev/nvidia2
python;13446;tarkus;14u;CHR;195,2;0t0;605;/dev/nvidia2
python;13467;tarkus;7u;CHR;195,2;0t0;605;/dev/nvidia2
python;13467;tarkus;13u;CHR;195,2;0t0;605;/dev/nvidia2
python;13467;tarkus;14u;CHR;195,2;0t0;605;/dev/nvidia2
python;13490;tarkus;7u;CHR;195,2;0t0;605;/dev/nvidia2
python;13490;tarkus;13u;CHR;195,2;0t0;605;/dev/nvidia2
python;13490;tarkus;14u;CHR;195,2;0t0;605;/dev/nvidia2
python;13511;tarkus;7u;CHR;195,2;0t0;605;/dev/nvidia2
python;13511;tarkus;13u;CHR;195,2;0t0;605;/dev/nvidia2
python;13511;tarkus;14u;CHR;195,2;0t0;605;/dev/nvidia2
python;13836;tarkus;48u;CHR;195,2;0t0;605;/dev/nvidia2
python;13836;tarkus;54u;CHR;195,2;0t0;605;/dev/nvidia2
python;13836;tarkus;55u;CHR;195,2;0t0;605;/dev/nvidia2
python;15519;tarkus;7u;CHR;195,2;0t0;605;/dev/nvidia2
python;15519;tarkus;13u;CHR;195,2;0t0;605;/dev/nvidia2
python;15519;tarkus;14u;CHR;195,2;0t0;605;/dev/nvidia2
python;15539;tarkus;7u;CHR;195,2;0t0;605;/dev/nvidia2
python;15539;tarkus;13u;CHR;195,2;0t0;605;/dev/nvidia2
python;15539;tarkus;14u;CHR;195,2;0t0;605;/dev/nvidia2
python;15559;tarkus;7u;CHR;195,2;0t0;605;/dev/nvidia2
python;15559;tarkus;13u;CHR;195,2;0t0;605;/dev/nvidia2
python;15559;tarkus;14u;CHR;195,2;0t0;605;/dev/nvidia2
python;15579;tarkus;7u;CHR;195,2;0t0;605;/dev/nvidia2
python;15579;tarkus;13u;CHR;195,2;0t0;605;/dev/nvidia2
python;15579;tarkus;14u;CHR;195,2;0t0;605;/dev/nvidia2
python;15602;tarkus;7u;CHR;195,2;0t0;605;/dev/nvidia2
python;15602;tarkus;13u;CHR;195,2;0t0;605;/dev/nvidia2
python;15602;tarkus;14u;CHR;195,2;0t0;605;/dev/nvidia2
python;15622;tarkus;7u;CHR;195,2;0t0;605;/dev/nvidia2
python;15622;tarkus;13u;CHR;195,2;0t0;605;/dev/nvidia2
python;15622;tarkus;14u;CHR;195,2;0t0;605;/dev/nvidia2
python;15642;tarkus;7u;CHR;195,2;0t0;605;/dev/nvidia2
python;15642;tarkus;13u;CHR;195,2;0t0;605;/dev/nvidia2
python;15642;tarkus;14u;CHR;195,2;0t0;605;/dev/nvidia2
python;15665;tarkus;7u;CHR;195,2;0t0;605;/dev/nvidia2
python;15665;tarkus;13u;CHR;195,2;0t0;605;/dev/nvidia2
python;15665;tarkus;14u;CHR;195,2;0t0;605;/dev/nvidia2
python;15685;tarkus;7u;CHR;195,2;0t0;605;/dev/nvidia2
python;15685;tarkus;13u;CHR;195,2;0t0;605;/dev/nvidia2
python;15685;tarkus;14u;CHR;195,2;0t0;605;/dev/nvidia2
python;15706;tarkus;7u;CHR;195,2;0t0;605;/dev/nvidia2
python;15706;tarkus;13u;CHR;195,2;0t0;605;/dev/nvidia2
python;15706;tarkus;14u;CHR;195,2;0t0;605;/dev/nvidia2
python;15726;tarkus;7u;CHR;195,2;0t0;605;/dev/nvidia2
python;15726;tarkus;13u;CHR;195,2;0t0;605;/dev/nvidia2
python;15726;tarkus;14u;CHR;195,2;0t0;605;/dev/nvidia2
python;15749;tarkus;7u;CHR;195,2;0t0;605;/dev/nvidia2
python;15749;tarkus;13u;CHR;195,2;0t0;605;/dev/nvidia2
python;15749;tarkus;14u;CHR;195,2;0t0;605;/dev/nvidia2
python;15769;tarkus;7u;CHR;195,2;0t0;605;/dev/nvidia2
python;15769;tarkus;13u;CHR;195,2;0t0;605;/dev/nvidia2
python;15769;tarkus;14u;CHR;195,2;0t0;605;/dev/nvidia2
python;15790;tarkus;7u;CHR;195,2;0t0;605;/dev/nvidia2
python;15790;tarkus;13u;CHR;195,2;0t0;605;/dev/nvidia2
python;15790;tarkus;14u;CHR;195,2;0t0;605;/dev/nvidia2
python;15813;tarkus;7u;CHR;195,2;0t0;605;/dev/nvidia2
python;15813;tarkus;13u;CHR;195,2;0t0;605;/dev/nvidia2
python;15813;tarkus;14u;CHR;195,2;0t0;605;/dev/nvidia2
python;15833;tarkus;7u;CHR;195,2;0t0;605;/dev/nvidia2
python;15833;tarkus;13u;CHR;195,2;0t0;605;/dev/nvidia2
python;15833;tarkus;14u;CHR;195,2;0t0;605;/dev/nvidia2
python;15853;tarkus;7u;CHR;195,2;0t0;605;/dev/nvidia2
python;15853;tarkus;13u;CHR;195,2;0t0;605;/dev/nvidia2
python;15853;tarkus;14u;CHR;195,2;0t0;605;/dev/nvidia2
python;15876;tarkus;7u;CHR;195,2;0t0;605;/dev/nvidia2
python;15876;tarkus;13u;CHR;195,2;0t0;605;/dev/nvidia2
python;15876;tarkus;14u;CHR;195,2;0t0;605;/dev/nvidia2
python;15897;tarkus;7u;CHR;195,2;0t0;605;/dev/nvidia2
python;15897;tarkus;13u;CHR;195,2;0t0;605;/dev/nvidia2
python;15897;tarkus;14u;CHR;195,2;0t0;605;/dev/nvidia2
python;15917;tarkus;7u;CHR;195,2;0t0;605;/dev/nvidia2
python;15917;tarkus;13u;CHR;195,2;0t0;605;/dev/nvidia2
python;15917;tarkus;14u;CHR;195,2;0t0;605;/dev/nvidia2
python;18733;tarkus;mem;CHR;195,2;605;/dev/nvidia2
python;18733;tarkus;50u;CHR;195,2;0t0;605;/dev/nvidia2
python;18733;tarkus;52u;CHR;195,2;0t0;605;/dev/nvidia2
python;18733;tarkus;53u;CHR;195,2;0t0;605;/dev/nvidia2
python;18733;tarkus;54u;CHR;195,2;0t0;605;/dev/nvidia2
python;18733;tarkus;56u;CHR;195,2;0t0;605;/dev/nvidia2
python;18733;tarkus;57u;CHR;195,2;0t0;605;/dev/nvidia2
python;18733;tarkus;58u;CHR;195,2;0t0;605;/dev/nvidia2
python;18733;tarkus;59u;CHR;195,2;0t0;605;/dev/nvidia2
python;18733;tarkus;60u;CHR;195,2;0t0;605;/dev/nvidia2
python;18733;tarkus;61u;CHR;195,2;0t0;605;/dev/nvidia2
